"doi","name","url","subjects","match"
"10.25504/FAIRsharing.6cnw23","YanHuang - YH1 Genome Database","http://yh.genomics.org.cn","Life Science","Life Science"
"10.25504/FAIRsharing.kap6gp","Berkeley Drosophila Genome Project EST database","http://www.fruitfly.org/EST/index.shtml","Life Science","Life Science"
"10.25504/FAIRsharing.c34wtj","Endocrine Pancreas Consortium Database","http://www.cbil.upenn.edu/EPConDB","Life Science","Life Science"
"10.25504/FAIRsharing.x6d6sx","Bgee DataBase for Gene Expression Evolution","http://bgee.org","c(""Life Science"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.3rnawd","Signal Transduction Classification Database","http://bibiserv.techfak.uni-bielefeld.de/stcdb/","character(0)",NA
"10.25504/FAIRsharing.3b36hk","BindingDB database of measured binding affinities","http://www.bindingdb.org","c(""Drug Discovery"", ""Chemistry"", ""Life Science"", ""Computational Chemistry"", ""Medicinal Chemistry"")","Life Science"
"10.25504/FAIRsharing.gf8yhy","Non-Ribosomal Peptides Database","https://bioinfo.cristal.univ-lille.fr/norine","Life Science","Life Science"
"10.25504/FAIRsharing.hm0s3e","Therapeutically Relevant Multiple Pathways Database","http://bidd.nus.edu.sg/group/trmp/trmp_ns.asp","Biomedical Science",NA
"10.25504/FAIRsharing.8ye60e","Agile Protein Interactomes Dataserver","http://apid.dep.usal.es/","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.pep8cs","Ciona intestinalis Protein Database","http://cipro.ibio.jp/current/","Life Science","Life Science"
"10.25504/FAIRsharing.9k5mbg","National Microbial Pathogen Data Resource","http://www.nmpdr.org","c(""Life Science"", ""Comparative Genomics"")","Life Science"
"10.25504/FAIRsharing.n2xy00","siRecords","http://c1.accurascience.com/siRecords/","Life Science","Life Science"
"10.25504/FAIRsharing.zjcys8","Structure, Interfaces and Alignments for Protein-Protein Interactions Database","http://www.compbio.dundee.ac.uk/SNAPPI/index.jsp","Life Science","Life Science"
"10.25504/FAIRsharing.mcrd3t","Human-Transcriptome Database for Alternative Splicing","http://h-invitational.jp/h-dbas/","Life Science","Life Science"
"10.25504/FAIRsharing.k6vsdr","Database of MHC Ligands and Peptide Motifs","http://www.syfpeithi.de/","Life Science","Life Science"
"10.25504/FAIRsharing.4zw0d9","Cnidarian Evolutionary Genomics Database","http://cnidbase.com/index.cgi","c(""Functional Genomics"", ""Genomics"", ""Evolutionary Biology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.72qwj0","StellaBase","http://stellabase.org","c(""Genetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.9fz3g3","Tandem Repeats Database","http://tandem.bu.edu/cgi-bin/trdb/trdb.exe","Life Science","Life Science"
"10.25504/FAIRsharing.bgm0mm","Database of Liver Expression Profile","http://dblep.hupo.org.cn","c(""Proteomics"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.8dak0r","Open Regulatory Annotation","http://www.oreganno.org/","Life Science","Life Science"
"10.25504/FAIRsharing.fj1d4d","Magnaporthe grisea Database","http://www.broad.mit.edu/annotation/genome/magnaporthe_grisea/Home.html","c(""Life Science"", ""Comparative Genomics"")","Life Science"
"10.25504/FAIRsharing.pxm2h8","MutDB","http://mutdb.org/","Life Science","Life Science"
"10.25504/FAIRsharing.8zf3ny","Universal PBM Resource for Oligonucleotide Binding Evaluation","http://thebrain.bwh.harvard.edu/uniprobe/","Life Science","Life Science"
"10.25504/FAIRsharing.er98b1","CutDB","http://cutdb.burnham.org","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.d7jrv2","Catalog of Fishes Genus Database","https://www.calacademy.org/scientists/projects/catalog-of-fishes","Life Science","Life Science"
"10.25504/FAIRsharing.vs7865","The Cambridge Structural Database","http://www.ccdc.cam.ac.uk/solutions/csd-system/components/csd/","c(""Organic Chemistry"", ""Biochemistry"", ""Organic Molecular Chemistry"", ""Chemistry"")",NA
"10.25504/FAIRsharing.29qx34","BloodExpress","http://hscl.cimr.cam.ac.uk/bloodexpress/","Genomics",NA
"10.25504/FAIRsharing.krvr4","Erythropoiesis Database","http://www.cbil.upenn.edu/EpoDB/","Life Science","Life Science"
"10.25504/FAIRsharing.n8pxvx","Cell Signaling Technology Pathway Database","http://www.cellsignal.com/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.x8xt3k","PhosphoSite Plus","http://www.phosphosite.org","Life Science","Life Science"
"10.25504/FAIRsharing.ac329k","The Autism Chromosome Rearrangement Database","http://projects.tcag.ca/autism","c(""Genetics"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.rkq0vj","The Chromosome 7 Annotation Project","http://www.chr7.org","c(""Life Science"", ""Preclinical Studies"")","Life Science"
"10.25504/FAIRsharing.a5zy4g","Database of Arabidopsis Transcription Factors","http://datf.cbi.pku.edu.cn","Life Science","Life Science"
"10.25504/FAIRsharing.d8j0eb","Database of Rice Transcription Factors","http://drtf.cbi.pku.edu.cn/","character(0)",NA
"10.25504/FAIRsharing.sjk03h","Ontology-based Knowledgebase for Cell Adhesion Molecules","http://www.rhesusbase.org/drugDisc/CAM.jsp","character(0)",NA
"10.25504/FAIRsharing.ex3fqk","Plant Transcription Factor Database","http://planttfdb.cbi.pku.edu.cn","Life Science","Life Science"
"10.25504/FAIRsharing.32zwmn","reactive oxygen species-mediated signaling pathway database","http://rospath.ewha.ac.kr/","Life Science","Life Science"
"10.25504/FAIRsharing.x5f7dq","RNAiDB","http://www.rnai.org/","Life Science","Life Science"
"10.25504/FAIRsharing.x16th8","RTPrimerDB","http://medgen.ugent.be/rtprimerdb/","character(0)",NA
"10.25504/FAIRsharing.tbkzda","SURFACE","http://cbm.bio.uniroma2.it/surface","Life Science","Life Science"
"10.25504/FAIRsharing.hpyy7d","Knottin database","http://knottin.cbs.cnrs.fr/","character(0)",NA
"10.25504/FAIRsharing.etp65g","Catalogue of Transmission Genetics in Arabs","http://www.cags.org.ae/ctga/","Biomedical Science",NA
"10.25504/FAIRsharing.mcqs21","Insect Microsatellite Database","http://www.cdfd.org.in/insatdb","Life Science","Life Science"
"10.25504/FAIRsharing.qx2rvz","Common Access to Biological Resources and Information","http://www.cabri.org","c(""Molecular biology"", ""Medical Microbiology"", ""Applied Microbiology"", ""Virology"", ""Molecular Microbiology"", ""Microbiology"")",NA
"10.25504/FAIRsharing.j7j53","Candida Genome Database","http://www.candidagenome.org/","Life Science","Life Science"
"10.25504/FAIRsharing.rgb21","Receptor Tyrosine Kinase database","http://pbil.univ-lyon1.fr/RTKdb/","character(0)",NA
"10.25504/FAIRsharing.1tbrdz","Coli Genetic Stock Center","https://cgsc.biology.yale.edu/","Life Science","Life Science"
"10.25504/FAIRsharing.kd39j4","IRESite","http://www.iresite.org","Life Science","Life Science"
"10.25504/FAIRsharing.yp3rcg","Eukaryotic Paralog Group Database","http://epgd.biosino.org/EPGD/","Life Science","Life Science"
"10.25504/FAIRsharing.mtg4ew","The Database of Human DNA Methylation and Cancer","http://methycancer.psych.ac.cn/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.3cswbc","MiCroKiTS","http://microkit.biocuckoo.org/","Life Science","Life Science"
"10.25504/FAIRsharing.e4937j","Shanghai Rapeseed Database","http://rapeseed.plantsignal.cn","character(0)",NA
"10.25504/FAIRsharing.f8pqxt","GenomeTraFaC","http://genometrafac.cchmc.org","Life Science","Life Science"
"10.25504/FAIRsharing.c1rep3","PolyDoms","http://polydoms.cchmc.org","Life Science","Life Science"
"10.25504/FAIRsharing.j98570","GreenPhylDB: A phylogenomic database for plant comparative genomics","http://www.greenphyl.org","c(""Phylogenomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.7m4hza","OryGenesDB: an interactive tool for rice reverse genetics","http://orygenesdb.cirad.fr/","Life Science","Life Science"
"10.25504/FAIRsharing.61c2x6","Oryza Tag Line","http://oryzatagline.cirad.fr/","Life Science","Life Science"
"10.25504/FAIRsharing.bsawmk","TropGENE DB","http://tropgenedb.cirad.fr/","c(""Genetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.e4n3an","Information system for G protein-coupled receptors","http://gpcrdb.org/","Life Science","Life Science"
"10.25504/FAIRsharing.5125qd","FireDB","http://firedb.bioinfo.cnio.es/","Life Science","Life Science"
"10.25504/FAIRsharing.ntyq70","The Carbohydrate-Active enZYmes Database","http://www.cazy.org/","c(""Life Science"", ""Glycomics"")","Life Science"
"10.25504/FAIRsharing.csbxzs","The Diatom EST Database","http://www.biologie.ens.fr/diatomics/EST3","Life Science","Life Science"
"10.25504/FAIRsharing.xhpc3h","Insertion Sequence Finder","http://www-is.biotoul.fr","Life Science","Life Science"
"10.25504/FAIRsharing.zjdfxz","Gramene: A curated, open-source, integrated data resource for comparative functional genomics in plants","http://www.gramene.org","c(""Functional Genomics"", ""Epigenomics"", ""Genomics"", ""Structural Genomics"", ""Phylogenomics"", ""Life Science"", ""Comparative Genomics"", ""Ontology and Terminology"", ""Plant Genetics"")","Life Science"
"10.25504/FAIRsharing.7hxxc4","PhylomeDB","http://phylomedb.org","c(""Taxonomy"", ""Phylogeny"", ""Phylogenetics"", ""Phylogenomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.k4sp7m","PDB-REPRDB","http://mbs.cbrc.jp/pdbreprdb-cgi/reprdb_menu.pl","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.391trx","Plant Genome Network","http://pgn.cornell.edu/","Life Science","Life Science"
"10.25504/FAIRsharing.3zqvaf","Sol Genomics Network","https://solgenomics.net","c(""Botany"", ""Genomics"", ""Agriculture"", ""Comparative Genomics"")",NA
"10.25504/FAIRsharing.dn2c0s","Tomato Functional Genomics Database","http://ted.bti.cornell.edu","Life Science","Life Science"
"10.25504/FAIRsharing.353yat","DrugBank","http://www.drugbank.ca/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.e58gcm","Chemical Component Dictionary","http://www.ebi.ac.uk/pdbe-srv/pdbechem/","Biochemistry",NA
"10.25504/FAIRsharing.2ajtcf","Catalytic Site Atlas","http://www.ebi.ac.uk/thornton-srv/databases/CSA/","Life Science","Life Science"
"10.25504/FAIRsharing.7zffgc","Gene Ontology Annotation Database","http://www.ebi.ac.uk/GOA","c(""Life Science"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.pypsym","The European Searchable Tumour Line Database","https://www.ebi.ac.uk/ipd/estdab/","c(""Immunogenetics"", ""Immunology"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.h87prx","IPD-KIR - Killer-cell Immunoglobulin-like Receptors","http://www.ebi.ac.uk/ipd/kir/","c(""Immunogenetics"", ""Immunology"")",NA
"10.25504/FAIRsharing.32hxxa","IPD-MHC - Major Histocompatibility Complex Database","http://www.ebi.ac.uk/ipd/mhc","c(""Immunogenetics"", ""Immunology"")",NA
"10.25504/FAIRsharing.hjybww","Ligand-Gated Ion Channel database","http://www.ebi.ac.uk/compneur-srv/LGICdb/","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.26ek1v","Protein Data Bank in Europe","https://www.ebi.ac.uk/pdbe/","c(""Bioinformatics"", ""Structural Biology"")",NA
"10.25504/FAIRsharing.7vjq5t","PDBsum; at-a-glance overview of macromolecular structures","http://www.ebi.ac.uk/pdbsum","Structural Biology",NA
"10.25504/FAIRsharing.nm2z1h","Protein Data Bank: Proteins, Interfaces, Structures and Assemblies","http://www.ebi.ac.uk/pdbe/pqs/","Structural Biology",NA
"10.25504/FAIRsharing.ct66a3","PROCOGNATE","http://www.ebi.ac.uk/thornton-srv/databases/procognate/index.html","Life Science","Life Science"
"10.25504/FAIRsharing.s9ztmd","Polbase","http://polbase.neb.com","c(""Biochemistry"", ""Genetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.4bt49f","Polymorphism in microRNAs and their TargetSites","http://compbio.uthsc.edu/miRSNP/","Life Science","Life Science"
"10.25504/FAIRsharing.8kd5e5","ProRepeat: An Integrated Repository for Studying Amino Acid Tandem Repeats in Proteins","http://prorepeat.bioinformatics.nl","Life Science","Life Science"
"10.25504/FAIRsharing.710xh8","Database for Bacterial Group II Introns","http://webapps2.ucalgary.ca/~groupii","c(""Phylogeny"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.mw2ekr","Death Domain Database","http://www.deathdomain.org","Life Science","Life Science"
"10.25504/FAIRsharing.a4ybgg","Indel Flanking Region Database","http://indel.bioinfo.sdu.edu.cn","Life Science","Life Science"
"10.25504/FAIRsharing.jhfs8q","Integrated Pathway Analysis and Visualization System","http://ipavs.cidms.org","c(""Proteomics"", ""Life Science"", ""Metabolomics"", ""Transcriptomics"", ""Systems Biology"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.3d4jx0","Protein Structure Change Database","http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/","Life Science","Life Science"
"10.25504/FAIRsharing.sye5js","The Human Metabolome Database","https://hmdb.ca/","c(""Molecular biology"", ""Biochemistry"", ""Life Science"", ""Metabolomics"")","Life Science"
"10.25504/FAIRsharing.psn0h2","Toxin and Toxin Target Database","http://www.t3db.ca/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.wfrsvq","gpDB","http://bioinformatics.biol.uoa.gr/gpDB","Life Science","Life Science"
"10.25504/FAIRsharing.jrv6wj","Xenopus laevis and tropicalis biology and genomics resource","http://www.xenbase.org","c(""Functional Genomics"", ""Anatomy"", ""Genomics"", ""Genetics"", ""Proteomics"", ""Developmental Biology"", ""Cell Biology"")",NA
"10.25504/FAIRsharing.dstf7h","The UC Irvine ChemDB","http://cdb.ics.uci.edu","c(""Biochemistry"", ""Life Science"", ""Biomedical Science"", ""Systems Biology"", ""Preclinical Studies"")","Life Science"
"10.25504/FAIRsharing.qje0v8","Database of Interacting Proteins","https://dip.doe-mbi.ucla.edu/dip/Main.cgi","Biology",NA
"10.25504/FAIRsharing.cpneh8","LIPID MAPS","http://www.lipidmaps.org","c(""Endocrinology"", ""Life Science"", ""Biomedical Science"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.an4drj","Knockout Mouse Project","https://www.mmrrc.org/catalog/StrainCatalogSearchForm.php?search_query=KOMP%20Repository","Life Science","Life Science"
"10.25504/FAIRsharing.qaszjp","RESID Database of Protein Modifications","http://pir.georgetown.edu/resid/","Life Science","Life Science"
"10.25504/FAIRsharing.ptsckv","Cancer Genome Mine","http://www.cangem.org/","c(""Oncology"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.vkr57k","GWAS Central","https://www.gwascentral.org/","c(""Biomedical Science"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.5ey5w6","PseudoBase","http://www.ekevanbatenburg.nl/pb","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.hmgte8","miRBase","http://www.mirbase.org/","Biology",NA
"10.25504/FAIRsharing.4ttw2d","Search PRINTS-S","http://www.bioinf.manchester.ac.uk/dbbrowser/sprint/","Life Science","Life Science"
"10.25504/FAIRsharing.f8qafw","Annmap","http://annmap.cruk.manchester.ac.uk/","Life Science","Life Science"
"10.25504/FAIRsharing.cm6j6r","YEASTNET: A consensus reconstruction of yeast metabolism","http://yeast.sourceforge.net/","c(""Life Science"", ""Metabolomics"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.f0awr5","RegulonDB","http://regulondb.ccg.unam.mx/","Life Science","Life Science"
"10.25504/FAIRsharing.ctwd7b","Antimicrobial Peptide Database","https://wangapd3.com/main.php","Biology",NA
"10.25504/FAIRsharing.ybxnhg","The Zebrafish Information Network","https://zfin.org/","c(""Genomics"", ""Animal Physiology"", ""Genetics"", ""Developmental Biology"")",NA
"10.25504/FAIRsharing.se7ewy","Compendium of Protein Lysine Modifications","http://cplm.biocuckoo.org/","Life Science","Life Science"
"10.25504/FAIRsharing.v448pt","eCrystals","http://ecrystals.chem.soton.ac.uk/","c(""Chemistry"", ""Materials Science"")",NA
"10.25504/FAIRsharing.tpey2t","Online Mendelian Inheritance in Animals","https://omia.org/home/","c(""Animal Genetics"", ""Biology"")",NA
"10.25504/FAIRsharing.bdn9br","LipidBank","http://lipidbank.jp/index.html","Life Science","Life Science"
"10.25504/FAIRsharing.mx5cxe","Bacterial Protein Interaction Database","http://www.compsysbio.org/bacteriome/","Life Science","Life Science"
"10.25504/FAIRsharing.k56rjs","Interologous Interaction Database","http://ophid.utoronto.ca/ophidv2.204/","c(""Biology"", ""Systems Biology"")",NA
"10.25504/FAIRsharing.anpa6","A Systematic Annotation Package","https://asap.ahabs.wisc.edu/asap/home.php","c(""Developmental Biology"", ""Life Science"", ""Comparative Genomics"")","Life Science"
"10.25504/FAIRsharing.2mayq0","Structural and functional annotation of Arabidopsis thaliana gene and protein families","http://urgi.versailles.inra.fr/Genefarm/index.htpl","Life Science","Life Science"
"10.25504/FAIRsharing.bn6jba","Poxvirus Bioinformatics Resource Center","http://www.poxvirus.org","Life Science","Life Science"
"10.25504/FAIRsharing.nvmk6r","Phosphorylation Site Database","http://www.phosphorylation.biochem.vt.edu/","character(0)",NA
"10.25504/FAIRsharing.6v96ma","Genome Database for Rosaceae","http://www.rosaceae.org/","c(""Data Integration"", ""Plant Breeding"", ""Genomics"", ""Comparative Genomics"", ""Plant Genetics"")",NA
"10.25504/FAIRsharing.cr410r","Soybean Knowledge Base","http://soykb.org/","c(""Bioinformatics"", ""Proteomics"", ""Computational Biology"", ""Life Science"", ""Metabolomics"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.9vyk3d","JCB DataViewer","http://jcb-dataviewer.rupress.org","Life Science","Life Science"
