"id","title","agency"
"27193158","ASL-LEX: A lexical database of American Sign Language.","Tufts University"
"31036810","A multi-species repository of social networks.","National Science Foundation"
"29106599","ASpedia: a comprehensive encyclopedia of human alternative splicing.",NA
"22080559","The Aspergillus Genome Database (AspGD): recent developments in comprehensive multispecies curation, comparative genomics and community resources.","NIAID NIH HHS"
"31843802","An Online Database for Exploring Over 2,000 Arabidopsis Small RNA Libraries.","National Key R&amp;D Program of China Grant"
"31843802","An Online Database for Exploring Over 2,000 Arabidopsis Small RNA Libraries.","Program for Guangdong Introducing Innovative and Entrepreneurial Teams"
"31843802","An Online Database for Exploring Over 2,000 Arabidopsis Small RNA Libraries.","National Natural Science Foundation of China"
"31843802","An Online Database for Exploring Over 2,000 Arabidopsis Small RNA Libraries.","Shenzhen Sci-Tech Fund"
"23904744","ASRDb: A comprehensive resource for archaeal stress response genes.",NA
"29987736","AT_CHLORO: The First Step When Looking for Information About Subplastidial Localization of Proteins.",NA
"31535335","Atacama Database: a platform of the microbiome of the Atacama Desert.","Comisión Nacional de Investigación Científica y Tecnológica"
"33125076","ATACdb: a comprehensive human chromatin accessibility database.","National Natural Science Foundation of China"
"33125076","ATACdb: a comprehensive human chromatin accessibility database.","Natural Science Foundation"
"33125076","ATACdb: a comprehensive human chromatin accessibility database.","National Natural Science Foundation of China"
"28968841","AtCircDB: a tissue-specific database for Arabidopsis circular RNAs.","National Natural Science Foundation of China"
"30239683","ATD: a comprehensive bioinformatics resource for deciphering the association of autophagy and diseases. ","National Natural Science Foundation of China"
"30239683","ATD: a comprehensive bioinformatics resource for deciphering the association of autophagy and diseases. ","Natural Science Foundation of Shaanxi Province"
"32681639","Autophagy and Tumor Database: ATdb, a novel database connecting autophagy and tumor. ","National Natural Science Foundation of China"
"32681639","Autophagy and Tumor Database: ATdb, a novel database connecting autophagy and tumor. ","Zhejiang Provincial Natural Science Foundation of China"
"32681639","Autophagy and Tumor Database: ATdb, a novel database connecting autophagy and tumor. ","Fundamental Research Funds for the Central Universities"
"32681639","Autophagy and Tumor Database: ATdb, a novel database connecting autophagy and tumor. ","National Natural Science Foundation of China"
"32681639","Autophagy and Tumor Database: ATdb, a novel database connecting autophagy and tumor. ","WeiJian Special Foundation, Zhejiang University School of Public Health"
"30624648","AtFusionDB: a database of fusion transcripts in Arabidopsis thaliana. ","National Institute of Plant Genome Research, India"
"22800758","'MicroRNA Targets', a new AthaMap web-tool for genome-wide identification of miRNA targets in Arabidopsis thaliana.",NA
"22876890","AtlasT4SS: a curated database for type IV secretion systems.",NA
"33219693","AtMAD: Arabidopsis thaliana multi-omics association database.","Beihang University &amp; Capital Medical University Plan"
"33219693","AtMAD: Arabidopsis thaliana multi-omics association database.","National Natural Science Foundation of China"
"33219693","AtMAD: Arabidopsis thaliana multi-omics association database.","Shanghai Municipal Science and Technology"
"33219693","AtMAD: Arabidopsis thaliana multi-omics association database.","Beihang University &amp; Capital Medical University Plan"
"33219693","AtMAD: Arabidopsis thaliana multi-omics association database.","National Natural Science Foundation of China"
"33219693","AtMAD: Arabidopsis thaliana multi-omics association database.","National Natural Science Foundation of China"
"25972521","AtmiRNET: a web-based resource for reconstructing regulatory networks of Arabidopsis microRNAs.",NA
"22397531","AtPAN: an integrated system for reconstructing transcriptional regulatory networks in Arabidopsis thaliana.",NA
"27899679","AtPID: a genome-scale resource for genotype-phenotype associations in Arabidopsis.",NA
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","NHGRI NIH HHS"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","NIAID NIH HHS"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","National Human Genome Research Institute"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","National Institutes of Health"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","NHGRI NIH HHS"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","National Human Genome Research Institute"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","NHGRI NIH HHS"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","National Human Genome Research Institute"
"30534948","atSNP Search: a web resource for statistically evaluating influence of human genetic variation on transcription factor binding.","National Institutes of Health BD2K"
"21217125","ATTED-II updates: condition-specific gene coexpression to extend coexpression analyses and applications to a broad range of flowering plants.",NA
"22057158","AURA: Atlas of UTR Regulatory Activity.",NA
"29198880","AureoWiki ̵ The repository of the Staphylococcus aureus research and annotation community.","Deutsche Forschungsgemeinschaft"
"29186576","AutDB: a platform to decode the genetic architecture of autism.",NA
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","Autism Speaks"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","Autism Speaks"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIDCD NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","Autism Speaks"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NICHD NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","Dutch Research Council (NWO)"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","Dutch Research Council (NWO)"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIDCD NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIDCD NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NICHD NIH HHS"
"23774715","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism.","NIMH NIH HHS"
